,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
2629,4,True,"01 13, 2017",A3RP2S6J4VUA7D,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,The lines don't really show up unless there is a bright light on them. But other than that they are perfect. They are very true to size and are comfortable the first time you put them on.,4/5,1484265600,,
2630,5,True,"01 12, 2017",A34NDY5V71MVJ6,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Bpiq,"I love these!  I ordered an 8.5 which is my normal shoe size and they fit great.  I used them for my strength training class and they performed well, and they are sooooo pretty!  Comfortable, low profile and stylish!",LOVE!,1484179200,,
2631,5,True,"01 12, 2017",A2AXI9WHORKU6X,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",J. Spatsie,Cute and comfortable,Five Stars,1484179200,,
2632,5,True,"01 10, 2017",AOYR5V85UYA8O,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Amazon Customer,Very comfortable.,Five Stars,1484006400,,
2633,5,True,"01 7, 2017",A38Z4KJHHVY0AU,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,"Sizing was perfect as ordered. Quality appears good, still new, not too much more to report.",Correct size,1483747200,,
2634,5,True,"01 7, 2017",A1WK3VVSUB1FY7,B010RRWKT4,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/Red Bronze/White'}",STACEY,"Size really depends on the brand.  I wear a 6.5 in Nike and they fit me perfectly.  These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.",Perfect for the gym,1483747200,,
2635,4,True,"01 6, 2017",A3KWGJH9EBRLE8,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,I was really excited when I opened the box to see the color is exactly like the image shows! I have the Nike flex tr 5 and used the same size to order these. They are a little bigger than expected but still comfortable.,... opened the box to see the color is exactly like the image shows,1483660800,,
2636,1,True,"01 4, 2017",A199ICSPL9EXJ5,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Meal Prep Chick,"Returning these. the pictures on here make the shoe appear all black with a touch of pink in the check. however, the whole shoe has pink coming through. I was looking for an all black shoe. I ordered the Nike Women's Flex Supreme TR3 instead and love them!!!",I ordered the Nike Women's Flex Supreme TR3 instead and love them!,1483488000,,
2637,5,True,"01 4, 2017",A11D8CLU9H24YK,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Black'}",Wendy L. Brady,"wow these are the most comfortable, light weight shoes. I love them!!",so light & comfortable!,1483488000,,
2638,5,True,"01 1, 2017",A3A90ECS7ALV4T,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/Red Bronze/White'}",marysaw,love the lightweight and the fit,Five Stars,1483228800,,
2639,5,True,"01 1, 2017",A1LLX8PMQSAUHT,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",teco,"fits perfect, my daughter loves them",Five Stars,1483228800,,
2640,5,True,"12 31, 2016",A62VUJ6MUZU6M,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",sultari,"Finally, after trying about 10 pairs of Nike's, these were a perfect fit.  They are light and very comfortable, I really just forget about my feet when I'm wearing them.",these were a perfect fit. They are light and very comfortable,1483142400,,
2641,5,True,"12 29, 2016",A37RTXMIC21YOH,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",R Hyden,Came quick and my daughter LOVES them,Five Stars,1482969600,,
2642,5,True,"12 29, 2016",A2JMHGCCBZPYP4,B010RRWKT4,"{'Size:': ' 9 M US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,Great Gift - she loved it!  It's a nice shoe!,Five Stars,1482969600,,
2643,5,True,"12 28, 2016",A29KOO6WMPLGOQ,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Perfect!,Just what I wanted!,1482883200,,
2644,5,True,"12 28, 2016",A3LWEZO2OWFJX5,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/Wolf Grey/White/Pink'}",B.G. - Iliinois,"Bought these for my daughter and she loves them.  She tried them on at a retail store a couple months prior, so I knew her exact size.",Bought these for my daughter and she loves them. ...,1482883200,,
2645,5,True,"12 27, 2016",A1IR4GED6BXNSR,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",M. Ridgell,Great product and fast shipping!,Five Stars,1482796800,,
2646,2,True,"12 25, 2016",A9MNC403IAKFS,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",caridad Hidalgo,"Tried one in the store and bought it online but it was a different  kind of shoe . Too big , different fit !",Tried one in the store and bought it online but ...,1482624000,2.0,
2647,5,True,"12 23, 2016",ASEXDKPTYY14D,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Tomoe,"I had the older generation of this shoe that survived 2 or 3 mud runs and of all my aches and pains, my feet was not one of them. This is because of this shoe. Nike really dropped the mic with this.",I had the older generation of this shoe that survived ...,1482451200,,
2648,5,True,"12 22, 2016",AEHOCC2S72M38,B010RRWKT4,"{'Size:': ' 12 M US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Amazon Customer,This pair fits perfect.....the first pair was wrong size in the right box.....definitely order again!!!!!,Five Stars,1482364800,,
2649,2,True,"12 16, 2016",A1R7S4XNZLSLBH,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Grey'}",Wollstonecraft,I returned these as they were not true to size. They ran large.,Not true to size,1481846400,,
2650,1,True,"12 15, 2016",A3PTZ7IHGU9BA8,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,wrong shoes,One Star,1481760000,,
2651,5,True,"12 12, 2016",AZ7P3NH09B66S,B010RRWKT4,"{'Size:': ' 8.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Cotton,There very nice,Nice,1481500800,,
2652,5,True,"12 12, 2016",A37OEAOYVLKYC,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Lisa (Hartford CT),"I actually have 3 pairs of these trainers.  They are very comfortable, there is a neoprene sleeve that goes around your ankle that makes them the most comfortable for me compared to normal athletic shoes.  They run a little narrow - for me this is perfect, but you may want to round up on the size or try on in the store first if your feet are on the wider side.",Great,1481500800,4.0,
2653,4,True,"12 8, 2016",A1QGX3IWOHIZYA,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/Red Bronze/White'}",Jenny Jones,Just too big otherwise I liked them!,Four Stars,1481155200,,
2654,4,True,"12 4, 2016",A1DF4MM3K93J0W,B010RRWKT4,"{'Size:': ' 6.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Andrea Valdez,Comfortable shoe.  I would buy again,Four Stars,1480809600,,
2655,4,True,"12 2, 2016",A2VMKNYTJ973O3,B010RRWKT4,"{'Size:': ' 9.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Amazon Customer,Light weight and comfortable.,Four Stars,1480636800,2.0,
2656,5,True,"12 2, 2016",A1OZMZ4FLR5UPW,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Deborah M. Klein,Fit my size perfectly and very comfortable!,Five Stars,1480636800,,
2657,5,True,"12 1, 2016",A3G2IEH99QRNYP,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Heather,Love these shoes! Needed new running shoes and these are perfect. Light weight and fit great!,Five Stars,1480550400,,
2658,5,True,"11 28, 2016",A9E07GS8ZV3ON,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Kindle Customer,Purchased these for our teenage daughter. She loves them. For both casual wear and sports.,Five Stars,1480291200,,
2659,5,True,"11 27, 2016",ACDIEMICS7XGC,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Pink Blast/Stealth/Hyper Pink/White'}",Shopping Queen,"Love these shoes, I have worn them all day and found them really comfortable with no aching feet at the end of the day. Fantastic colour and true to size. I also bought  Nike Women's Flex Supreme Tr 3 Pnk Pw/Mtllc Slvr/Cl Gry/White Training Shoe and these shoes are slightly more comfortable than those even though they look very similar.",Love them,1480204800,,
2660,5,True,"11 23, 2016",A1223JGQ0GRSPT,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",CStaples,Super light weight comfortable! Kick box in these and run too. Good support!,Super light weight versatile,1479859200,,
2661,4,False,"11 21, 2016",AUDAQGK21DH1Z,B010RRWKT4,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Yusra,"i bought a pair from DSW for 50$ and they are very comfortable but i bought a size 6.5 when I normally where a size 7.  and even the 6.5 feels a little roomy.  I have wide flat feet btw.  im not sure if I will keep them even though i love their look and comfort.  I've been having feet problems while taking a gym class and I think they won't give me enough support when running.  they're great for wearing at home or gym and doing exercises in one place- extremely light weight and flexible, but i don't know if they'll last long if you use them everywhere else.  :(  i really like them but i cant just buy 2 different shoes.
also, i really like the strings inside the lining on the side of the shoes to adjust and make the shoe fit snug. it makes me feel secure :D",very comfortable but limited use,1479686400,,
2662,4,True,"11 16, 2016",ATSUXY7ASCGPY,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Lara Miller,Not a lot of arch support but really lightweight.,Four Stars,1479254400,,
2663,5,True,"11 16, 2016",AY6GA8WZR3JKV,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,EXCELLENT,Five Stars,1479254400,,
2664,3,True,"11 14, 2016",A1NBH6OGAD3BSK,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Grey'}",Khs,Good for non-aerobic workout. Mesh was very comfortable but no support for lateral movrment.,Not for aerobic exercise,1479081600,,
2665,5,True,"11 11, 2016",A3DIMXA53RL7P,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",B Savage,Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great.,Favorite Nikes ever,1478822400,,
2666,4,True,"11 11, 2016",A2RI4IA5982B8I,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Wejdan Turkistani,Light-weight comfy shoes.,Four Stars,1478822400,,
2667,5,True,"11 9, 2016",A1EWNWTJPKEO4Z,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Tried a lot of shoes for cross training and these were the best!,... of shoes for cross training and these were the best!,1478649600,,
2668,4,True,"11 8, 2016",AXKDU1CHG7Y4,B010RRWKT4,"{'Size:': ' 6.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Lauren Nielsen,"Wish they had a little more support/cushion, but I love everything else about them!","Overall, a grwat shoe.",1478563200,,
2669,5,True,"11 7, 2016",A2FCRNY9C46Q4H,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Darlene Christ,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica pain that goes into my feet I have difficulty finding the proper support and comfort in shoes I would recommend these most definitely.,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica ...,1478476800,3.0,
2670,3,True,"11 6, 2016",AJWSFNS4F87M6,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Yraida V.,After my purchased I found out they are overpriced. They feel good but I will not recommended if you need Wide fit.,They feel good but I will not recommended if you need Wide ...,1478390400,,
2671,3,True,"10 30, 2016",A2KGKIJ528667I,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",EdTheTalkingHorse,"I bought a pair of these in my size, but they are too small. I can get my feet in them but not comfortably. It's too bad because I can tell the soles are comfortable. Of course, now I've work them to work so I can't return them.",Get a half-size or more larger than usual.,1477785600,,
2672,5,True,"10 29, 2016",A2CP5A30XO5JUO,B010RRWKT4,"{'Size:': ' 9 M US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Aaron O.,Love them!  Very comfortable and great for weight training!,Love them! Very comfortable and great for weight training,1477699200,,
2673,3,True,"10 26, 2016",A6IYTCB1PQ6NR,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",TAL,Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,Not as expected,1477440000,,
2674,5,True,"10 25, 2016",A3CXL2P49AQQRH,B010RRWKT4,"{'Size:': ' 6 M US', 'Color:': ' black'}",Sofiya kantor,Really comfortable and very cute.,Five Stars,1477353600,,
2675,5,False,"10 24, 2016",A1TEBP1FCCJW5V,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",Amazon Customer,These shoes are great.  This is the second pair that I have purchased and I love them.,Really Comfortable Shoes,1477267200,,
2676,5,True,"10 24, 2016",AD7ZF3D5JH9HL,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Vickie Hairston,Fit to size. Comfortable,Five Stars,1477267200,,
2677,5,True,"10 19, 2016",A2HL6AXS8GU07F,B010RRWKT4,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Picky daughter actually loves them.,Worth it.,1476835200,,
2678,5,True,"10 17, 2016",A3GJ2XW7W3VC5L,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Meredith P,Fit like a dream! Great for cross-training/HITT videos I do everyday. Great for walking too. Look amazing!,Great sneakers!,1476662400,5.0,
2679,5,True,"10 15, 2016",A1X1ZJUOWLSFPG,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Gayla F. Frazier,Most comfortable training shoes I've worn in a long time.,Lightweight yet supportive,1476489600,,
2680,4,True,"10 11, 2016",A2QVLSH9P0BFA6,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",KayH,"I bought these sneakers for boot camp class.  They are very light weight and different than other sneakers that I have owned.  Have only used them a few times, but like them so far.",but like them so far,1476144000,,
2681,3,True,"10 9, 2016",A17SQ5GHL7FCTZ,B010RRWKT4,"{'Size:': ' 10 B(M) US', 'Color:': ' Bright Mango/Crimson/White/Blue'}",Beverly Neal,I got a hot spot on the bottom of my foot the first day I wore them.,Great red color,1475971200,,
2682,4,True,"10 5, 2016",A2JYB3OMH5QEBV,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Noreen A. Murray,"Still breaking them in for use at the gym.  I think once I get used to them, they'll work great!  :)",they'll work great!: ),1475625600,,
2683,3,True,"10 1, 2016",A717DJ1DZRTC5,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Bright Mango/Crimson/White/Blue'}",JMcQ,Not a fan. Shoes looked great but too narrow for most feet.,Shoes looked great but too narrow for most feet,1475280000,,
2684,5,True,"09 26, 2016",A2NKNE9SV2KIN2,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Reka,"I love these shoes. I exercise in them as well as just take them on longer walks. Feels good, looks GREAT!!",I love these shoes,1474848000,,
2685,5,True,"09 23, 2016",AZ3KLARHNWMNZ,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Grey'}",PomeLo,fits perfect,Five Stars,1474588800,,
2686,5,True,"09 18, 2016",A218T4MO2D9DF3,B010RRWKT4,"{'Size:': ' 8.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Amazon Customer,Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.,Very comfortable shoes. I have wide feet with falling arches,1474156800,3.0,
2687,1,True,"09 12, 2016",A39XW67H6XEUOJ,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Kris L. Brown,"Unfortunately, this Flex Supreme does NOT have enough support over the toe and ankle are for my requirements.
Returning for credit.  Thanks anyway.",Did not fit my feet,1473638400,,
2688,1,True,"09 11, 2016",A3SM5XENOINDNH,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Marielys Rodrguez,After using this shoes seven times for regular activities like walking or dancing the sole came out. I am very disappointed. I don't recommend this product at all. The worse part is that I can not return this item because the return window closed 4 days ago.,Poor Quality. Don't buy.,1473552000,14.0,"['https://images-na.ssl-images-amazon.com/images/I/71F8+fVLrWL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71f2Jg+qVcL._SY88.jpg']"
2689,5,True,"09 9, 2016",AMDBCZOTA9PVG,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Megan,Fit like gloves to my feet! Perfect for workouts.,Five Stars,1473379200,,
2690,4,True,"09 6, 2016",AIIPH3GX5LWS0,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Sophie G,"I've worn these to work out for 5 days in a row now. Initially, my arches ached but over time the discomfort subsided entirely. I've done everything from bootcamps, resistance training, running and Zumba. So yeah.., they are truly crosstrainers ;-)",Does the job!,1473120000,2.0,
2691,4,True,"09 2, 2016",ASOSP4VAUDB7I,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Amazon Customer,I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable,I liked these shoes a lot,1472774400,,
2692,5,True,"08 29, 2016",A11JLWK8H96AU,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Love them !!!,Five Stars,1472428800,,
2693,5,True,"08 27, 2016",AC5WLG32YTU5K,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",Amazon Customer,I love these shoes! Great arch support and perfect for cardio.,Five Stars,1472256000,,
2694,5,True,"08 27, 2016",A2MIBT81MX859C,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts.,... crossfit and find that these shoes help give me good support with my endurance workouts,1472256000,5.0,
2695,3,True,"08 26, 2016",A2YPMEQ0QQ2I50,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,"These shoes look really great. However, slightly loose. The problems with lack of support arose when I exercised. It feels like there is little to no support in them. Possibly this is a shoe more geared for an office environment or short walking distances.",Unnacceptable. Zero support,1472169600,2.0,
2696,5,True,"08 23, 2016",A12LDKOWDBPQTC,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Marci,These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,Great for walking!,1471910400,,
2697,5,True,"08 20, 2016",A2S1234WV0NH27,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Sonj,"Favorite training and walking-around sneakers.
They look good with just about anything, and are comfortable for most situations.
With the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole), these sneakers are my go-to.
If I could, I'd take away a 1/2 star for arch support - I have a slightly wider front of the foot and arches that are a little on the high side, so I do look for a good under the foot fit. I could probably tie the laces differently or put in an insole(they're pretty expensive), but as is, when I did a zumba class in these, my arch began to twinge :(
However, this is overall an awesome shoe that I will continue to stick with for going out, day to day walking, and for training and gym use (with the exception of running and zumba (although hip-hop was fine). The shoes have a great flexibility to them and don't look ""dirty"" easily. My previous pair of flex supreme TR 3s have lasted for a good 2 years and are just now on the verge of being worn out. This is the optimal sneaker that is flexible in more ways than one: from pointing you toes to leg-pressing, from gym use to shopping to adding a sporty edge to a dressy night out, the flex has it all.",Simply Supreme.,1471651200,,
2698,5,True,"08 15, 2016",A3R2PQ01UGPDOX,B010RRWKT4,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Michelle,"Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)
I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly",Soooo comfortable.....,1471219200,,
2699,5,True,"08 15, 2016",AV2MXVWMTERBK,B010RRWKT4,"{'Size:': ' 6 M US', 'Color:': ' black'}",Katherine M.,Great shoes. Lightweight and comfortable,Five Stars,1471219200,,
2700,5,True,"08 14, 2016",A2UE1H1A7NH56P,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Pink Blast/Stealth/Hyper Pink/White'}",K. Towler,BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in...,BEST SHOES EVER!,1471132800,,
2701,5,True,"08 8, 2016",A36XF6818PQ4DJ,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Sydney S.,These sneakers give me the motivation to workout because they feel so good and are great for any training,... me the motivation to workout because they feel so good and are great for any training,1470614400,,
2702,3,True,"08 5, 2016",A2SF88GW3AWEFK,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Junkie,"I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, absolutely not!! It might just be my pronation/supnation and these shoes just do not work for my personal stride. I run about 2-4 miles every few days. Average of 8 miles a week and then sprints twice a week on a treadmill. Just after running with these 3 times, I am having major back issues that I have never had before.

MY STATS and other shoes:
I road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner.
I LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.",Hurt my knees and back running,1470355200,2.0,
2703,5,True,"07 27, 2016",AIM9MWMG87AWG,B010RRWKT4,"{'Size:': ' 5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dennae,Size 5. Very comfortable shoes. Love!,Very comfortable shoes. Love,1469577600,,
2704,5,False,"07 22, 2016",AK1X6JAJ2L389,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",S. Vanhoose,"I bought a wide size of these at a local store and they are amazing!  Soft, comfy, with moderate support.  Not a cloud to walk on, but not minimalist.  The wide size is perfect for my wide feet with high arches.  The shoe tends to run about a half size long though, especially for Nike.  I am working on getting in shape, and these shoes feel good all day... No rubbing on my big toe joint or pinkie toe or heel.  Very pleased.",Great shoes,1469145600,,
2705,3,True,"07 21, 2016",A3IO5BLF4EPZDR,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Wendita,I always buy the same size this ones came to large,large shoe,1469059200,,
2706,5,True,"07 19, 2016",A26TU9F2BSPSGT,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Christy,"Nice shoes, fit good",Five Stars,1468886400,,
2707,5,True,"07 18, 2016",ABRX0RQNRXX85,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Ivan P.,I bought these for my wife. She saw them in the store but did not have their size so i ordered on amazon. She loves them . She already had for a couple of months and no complains at all. One of her favorites shoes for running or for her job since she walks a lot in the warehouse. Now she loves me more. :),My wife loves these shoes.,1468800000,,
2708,5,True,"07 13, 2016",A2GXUQFUWMZ2FH,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",carlcalico,Love these shoes. My feet have been weird since I was pregnant and my old shoes were uncomfortable. These are very comfy and help me get active. They are also stylish and go with anything.,Love Love Love,1468368000,,
2709,5,True,"07 1, 2016",AS378UOMHULXO,B010RRWKT4,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,"Look better than the picture, very comfortable, great support.",PERFECT,1467331200,,
2710,5,True,"07 1, 2016",A3QX1A6IPFQTN9,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Campsandalwood,Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!,Nice shoe,1467331200,5.0,
2711,5,True,"06 28, 2016",A3LJ4LLR2UX4CB,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",C.L.,"I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, my sock is barely sweaty! I have never had that experience with a shoe. The shoe is also very attractive and flattering and looks nice on my feet.",I am so happy with this purchase,1467072000,7.0,
2712,5,True,"06 25, 2016",A34WSGSH5OBAM2,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Pink Blast/Stealth/Hyper Pink/White'}",Darci Claude,Absolutely love them. Can even wear them without my insoles.,Five Stars,1466812800,,
2713,3,True,"06 21, 2016",A2QJWHL4HY9FMF,B010RRWKT4,"{'Size:': ' 10 M US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Amazon Customer,"Super cute shoe however runs wide and big, I'm a size 10 however this size 10 is too big. I went to a sporting goods store and tried the same shoe on  turns out with this particular shoe I'm a 9.5, so order half the size u normally are.",Cute,1466467200,3.0,
2714,5,True,"06 19, 2016",AXVYVUK058AM3,B010RRWKT4,"{'Size:': ' 8.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",HP,"Wore these for the first time hiking the bluffs. Not the best traction on well worn rocks, but super comfy. No blisters, no achilles pain like with other shoes. Will continue to purchase Nike shoes, because my feet love them for all activities! ( except my home workouts, they drag pretty hard on the carpet)",Love,1466294400,3.0,
